str_part,b,form,a
tu,tu₂,{LU₂}i-tu₂-u-a.a,1
tu,tu₂,{LU₂}i-tu₂-ʾa-a.a,1
tu,tu₂,{LU₂}i-tu₂-ʾa-a.a-e-a,1
tu,tu₂,{LU₂}pa-ha-tu-u₂-tu₂,1
tu,tu₂,{LU₂}qur-bu-tu₂,1
tu,tu₂,{LU₂}ša₂-ki-ru-tu₂,1
tu,tu₂,{MI₂}al-ma-tu₂,1
tu,tu₂,{MI₂}al-mat-tu₂,1
tu,tu₂,{URU}a-tu₂-na-a.a,1
tu,tu₂,{URU}x-ri-tu₂,1
tu,tu₂,{URU}ši-bir-tu₂,1
tu,tu₂,{ŠE}ki-is-su-tu₂,1
tu,tu₂,{ŠE}ma-qa-ru-tu₂,1
tu,tu₂,ŠUB-tu₂,1
tu,tu₂,šat-tu₂,1
tu,tu₂,ša₂-ni-tu₂,1
tu,tu₂,ša₂-ʾu-ur-tu₂,1
tu,tu₂,šu-tu₂,1
tu,tu₂,šu-tu₂-ma,1
tu,tu₂,šu-tu₂-ni,1
tu,tu₂,šu-tu₂-u-ma,1
tu,tu₂,šub-tu₂,1
tu,tu₂,šu₂-tu₂,1
u,u,lu-u,33
u,u,u,12
u,u,šu₂-u,10
u,u,šu-u-tu₂,9
u,u,{1}aš-šur-re-ṣu-u-a,8
u,u,il-lik-u-ni,7
u,u,x-u-ni,7
u,u,i-qa-bu-u-ni,6
u,u,mu-bu-u,5
u,u,mu-lu-u,5
u,u,na-ṣu-u-ni,5
u,u,šu-u,5
u,u,an-ni-u,3
u,u,i-qab-bu-u-ni,3
u,u,i-sa-par-u-ni,3
u,u,x+x-u-ni,3
u,u,02-u,2
u,u,ERIM-MEŠ-LUGAL-u-ti,2
u,u,am-mar-u-ni,2
u,u,i-da-a-tu₂-u-a,2
u,u,i-da-bu-ub-u-ni,2
u,u,ik-bu-su-u-ni,2
u,u,ik-ṣur-u-ni,2
u,u,il-la-ku-u-ni,2
u,u,il-lak-u-ni,2
u,u,iq-bu-u-ni,2
u,u,iq-ṭar-bu-u-ni,2
u,u,iq-ṭi-bu-u-ni,2
u,u,iq-ṭi₂-bi-u,2
u,u,iq-ṭi₂-bu-u-ni,2
u,u,le-lu-u-ni,2
u,u,li-ir-ʾu-u,2
u,u,pa-ti-u-te,2
u,u,ta-mar-u-ni,2
u,u,up-ta-at-ti-iu-u,2
u,u,u₂-ṣu-u,2
u,u,x-u-te,2
u,u,za-ku-u,2
u,u,{1}mar-du-u,2
u,u,{KUR}qu-u-a.a,2
u,u,{LU₂}02-u,2
u,u,{URU}ar-ia-u-a-te,2
u,u,šu-nu-u-ni,2
u,u,šu-tu₂-u-ni,2
u,u,02-u-te,1
u,u,AD-u-a,1
u,u,ARAD-MEŠ-u-ti,1
u,u,DUG₃.GA-u-ni,1
u,u,GIG-u-ni,1
u,u,KUR-u,1
u,u,a-di-nu-u-ni,1
u,u,a-ga-mar-u-ni,1
u,u,a-hu-u-la,1
u,u,a-kar-ra-bu-u-ni,1
u,u,a-kar-rab-u-ni,1
u,u,a-ma-tah-u-ni,1
u,u,a-mur-u-ni,1
u,u,a-na-aš₂-ši-iq-u-ni,1
u,u,a-na-ku-u-ni,1
u,u,a-qa-bu-u-ni,1
u,u,a-za-zu-u-ni,1
u,u,ah-li-qu-u-ni,1
u,u,ak-ki-su-u-ni,1
u,u,al-lak-u-ni,1
u,u,an-nu-u-te,1
u,u,aq-bu-u-ni,1
u,u,at-ta-nu-u-ni,1
u,u,aʾ-u,1
u,u,bal-ṭu-u-ni,1
u,u,e-ka-lu-u-ni,1
u,u,e-lu-u-ni,1
u,u,e-mu-qa-šu₂-u-ni,1
u,u,e-mu-u-ru,1
u,u,e-pa-aš₂-u-ni,1
u,u,e-pa-šu-u-ni,1
u,u,e-pa-šu₂-u-ni,1
u,u,e-ru-bu-u-ni,1
u,u,e-tar-bu-u-ni,1
u,u,ep-pa-šu₂-u-ni,1
u,u,gi-nu-u,1
u,u,ha-an-ni-u,1
u,u,i-ba-aš₂-šu₂-u-ni,1
u,u,i-bat-taq-u-ni,1
u,u,i-da-nu-u-ni,1
u,u,i-di-iʾ-nu-u-ni,1
u,u,i-du-u-lu,1
u,u,i-ka-pu-ru-u-ni,1
u,u,i-la-as-su-mu-u-ni,1
u,u,i-la-ku-u-ni,1
u,u,i-mat-ta-hu-u-ni,1
u,u,i-na-sah-u-ni,1
u,u,i-na-ši-u,1
u,u,i-na-ṣar-u-ni,1
u,u,i-pa-šu₂-u-ni,1
u,u,i-pa-ṭar-u-ni,1
u,u,i-pat-ti-u,1
u,u,i-qa-ab-bu-u-ni,1
u,u,i-qa-bi-u,1
u,u,i-ra-di-u-ni,1
u,u,i-ra-ʾa-mu-u-ni,1
u,u,i-sa-hu-ru-u-ni,1
u,u,i-sa-pa-ru-u-ni,1
u,u,i-tu₂-ur-du-u-ni,1
u,u,i-ša₂-kan-u-ni,1
u,u,i-ša₂-me-u,1
u,u,i-ša₂-mu-u-ni,1
u,u,i-ša₂-par-u-ni,1
u,u,i-šu-nu-u,1
u,u,ig-lu-u-ni,1
u,u,ih-ri-ṭu-u-ni,1
u,u,ih-tal-qu-u-ni,1
u,u,ih-tar-du-u-ni,1
u,u,ik-ri-ku-u-ni,1
u,u,il-li-ku-u-ni,1
u,u,in-tu₂-nu-u,1
u,u,ir-ṣip-u-ni,1
u,u,is-su-hu-u-ni,1
u,u,iš-al-u-ni,1
u,u,iš-pur-u-ni,1
u,u,iš-šak-nu-u-ni,1
u,u,iš-šu-u-ni,1
u,u,iṣ-bat-u-ni,1
u,u,ka-ra-ku-u-ni,1
u,u,ka-ri-ru-u-ni,1
u,u,la-a-šu-u,1
u,u,la-aš₂-šu₂-u-ni,1
u,u,la-šu-u-ma,1
u,u,li-iš-du-du-u-ni,1
u,u,li-li-ku-u-ni,1
u,u,li-qi-bi-u,1
u,u,lid-din-u-ni,1
u,u,lil-li-ku-u-ni,1
u,u,lil-lik-u-ni,1
u,u,liq-bi-u,1
u,u,liš-pa-ru-u-ni,1
u,u,liš-ʾu-lu-u-ni,1
u,u,lu-bi-lu-u-ni,1
u,u,lu-ri-du-u-ne₂-e,1
u,u,lu-ri-du-u-ni,1
u,u,lu-sa-hir₂-u-ni,1
u,u,lu-u-da,1
u,u,lu-u-na-aš₂-šiq,1
u,u,lu-u-qar-ri-bu,1
u,u,lu-u-ri-ma-ka,1
u,u,ma-aʾ-du-u-te,1
u,u,ma-hi-ir-u-ni,1
u,u,ma-ki-u-te,1
u,u,ma-ri-ṣu-u-ni,1
u,u,mah-ru-u-ni,1
u,u,me₂-tu-u-ni,1
u,u,na-ga-ma-ru-u-te,1
u,u,na-mar-ku-u,1
u,u,ne₂-em-mar-u-ni,1
u,u,ne₂-mur-u-ni,1
u,u,ni-il-lik-u-ni,1
u,u,nu-u-ša₂-bal-kat₃-šu₂,1
u,u,nu-ša₂-aš₂-kin₂-u-ni,1
u,u,nu-še-rab-u-ni,1
u,u,pa-ni-iu-u-te,1
u,u,pa-ni-u,1
u,u,pa-ni-u-te,1
u,u,pu-u-hi,1
u,u,qa-ba-šu₂-nu-u-ni,1
u,u,qa-bu-ni-šu-u-ni,1
u,u,ra-mu-at-u-ni,1
u,u,ra-ṣi-pu-u-ni,1
u,u,re-ʾu-u-si-na,1
u,u,ta-am-mar-u-ni,1
u,u,ta-hu-u-me,1
u,u,ta-kul-u-ni,1
u,u,ta-ra-a-mu-šu-u-ni,1
u,u,tal-lak-u-ni,1
u,u,taq-bu-u-ni,1
u,u,tu-u-ṣi,1
u,u,ub-bal-u-ni,1
u,u,ug-da-da-mar-u-ni,1
u,u,u₂-ba-lu-u-ni,1
u,u,u₂-ba-u-ni,1
u,u,u₂-ba-ʾu-u-ni,1
u,u,u₂-bal-u-ni,1
u,u,u₂-bi-lu-šu₂-u-ni,1
u,u,u₂-gam-ma-ru-u-ni,1
u,u,u₂-na-ka-ar₂-u-ni,1
u,u,u₂-nam-maš-u-ni,1
u,u,u₂-pa-hi-ir-u-ni,1
u,u,u₂-ra-mu-u,1
u,u,u₂-ra-mu-u-x,1
u,u,u₂-ta-ni-šu₂-u-ni,1
u,u,u₂-še-bi-lu-u-ni,1
u,u,u₂-še-rib-u-ni,1
u,u,u₂-ṣal-lu-u,1
u,u,u₂-ṣu-u-ni,1
u,u,x-aš₂-u-ni,1
u,u,x-ku-u-ni,1
u,u,x-nu-u-ni,1
u,u,x-ru-u-ni,1
u,u,x-u,1
u,u,x-u-a,1
u,u,{1}10-AD-u-a,1
u,u,{1}la-bar-mu-u,1
u,u,{1}pa-ta-mu-u,1
u,u,{1}zab-bu-u-a,1
u,u,{KUR}na-gi-u,1
u,u,{LU₂}i-tu₂-u-a.a,1
u,u,{LU₂}šag-lu-u-te,1
u,u,{URU}la-ba-ʾu-u,1
u,u,še-e-lu-u,1
u,u,šu-tu₂-u-ma,1
u,u,šu-u-tu,1
u,u,ṭa-bu-u-ni,1
ur,ur,{URU}ur-zu-hi-na,4
ur,ur,ur,3
ur,ur,{1}ur-pala-a,2
ur,ur,{1}ŠEŠ-lu-ur-ši,2
ur,ur,{LU₂}NU.GIŠ-ur-qi,2
ur,ur,a-mu-ur,1
ur,ur,ha-ru-ur-ti-šu₂,1
ur,ur,i-hu-ur,1
ur,ur,i-hu-ur-u₂-ni,1
ur,ur,i-tu-ur-du,1
ur,ur,i-tu₂-ur-du-u-ni,1
ur,ur,ku-ur-ru,1
ur,ur,na-gu-ur-tu₂,1
ur,ur,ni-ik-ru-ur,1
ur,ur,tak-ru-ur,1
ur,ur,ur-a-bi,1
ur,ur,ur-ta-am-me,1
ur,ur,ur-ta-di,1
ur,ur,ur-ta-me,1
ur,ur,ur-tam-me-u₂,1
ur,ur,ur-x,1
ur,ur,x-ur-pu,1
ur,ur,{1}ur-za-an-na,1
ur,ur,{LU₂}ur-du-u₂,1
ur,ur,ša₂-ʾu-ur-tu₂,1
ur,ur₂,{GIŠ}nu-ur₂-me,1
u,u₂,u₂-ma-a,59
u,u₂,šu-u₂,22
u,u₂,an-ni-u₂,18
u,u₂,u₂-da,18
u,u₂,u₂-se-bi-la,18
u,u₂,u₂-la-a,8
u,u₂,u₂-sa-hi-ir,8
u,u₂,u₂-di-ni,6
u,u₂,u₂-x,5
u,u₂,KUR-u₂,4
u,u₂,il-lik-u₂-ni,4
u,u₂,in₆-ni-du-u₂-a,4
u,u₂,u₂-di-i-ni,4
u,u₂,u₂-kal-lu-u₂-ni,4
u,u₂,u₂,3
u,u₂,u₂-ga-mur,3
u,u₂,u₂-ta-si-ik,3
u,u₂,u₂-ta-ṣi-ṣi,3
u,u₂,u₂-x+x,3
u,u₂,u₂-še-rab,3
u,u₂,x-u₂-ni,3
u,u₂,{LU₂}02-u₂,3
u,u₂,{URU}u₂-a.a-si,3
u,u₂,šu-u₂-tu₂,3
u,u₂,ha-an-ni-u₂,2
u,u₂,i-qa-bu-u₂-ni,2
u,u₂,ia-u₂,2
u,u₂,iq-bu-u₂-ni,2
u,u₂,liš-u₂-lu,2
u,u₂,lu-u₂,2
u,u₂,lu-u₂-du-u₂,2
u,u₂,pa-ni-u₂,2
u,u₂,u₂-ka-lu,2
u,u₂,u₂-ka-lu-u₂-ni,2
u,u₂,u₂-pa-ṭar,2
u,u₂,u₂-sa-har-u₂-ni,2
u,u₂,u₂-sa-li-mu,2
u,u₂,u₂-sa-lim,2
u,u₂,u₂-se-bi-la-šu,2
u,u₂,u₂-se-bi-la-šu₂-nu,2
u,u₂,u₂-se-ri-di,2
u,u₂,u₂-se-ri-ib,2
u,u₂,u₂-se-ṣi-a,2
u,u₂,u₂-ta-li,2
u,u₂,u₂-šal-lam,2
u,u₂,u₂-ṣa-bit,2
u,u₂,u₂-ṣal-lu-u,2
u,u₂,u₂-ṣe-šu₂,2
u,u₂,u₂-ṣi-ṣi,2
u,u₂,u₂-ṣu-u,2
u,u₂,u₂-ṣu-u₂,2
u,u₂,{1}lu-tu-u₂,2
u,u₂,{KUR}u₂-ka-a.a,2
u,u₂,{LU₂}EN-URU-u₂-ti,2
u,u₂,{LU₂}GAL-E₂-u₂-te,2
u,u₂,{LU₂}GAL-ki-ṣir-u₂-te,2
u,u₂,{LU₂}GAL-u₂-ra-sa-ni,2
u,u₂,{LU₂}GAL-u₂-ra-te,2
u,u₂,{LU₂}u₂-ra-si,2
u,u₂,{LU₂}zak-ku-u₂,2
u,u₂,{URU}u₂-ba-se-e,2
u,u₂,{URU}u₂-pi-a,2
u,u₂,{URU}u₂-ra-am-mu,2
u,u₂,ša-ni-u₂,2
u,u₂,DU-u₂-ni,1
u,u₂,TI.LA-u₂-te,1
u,u₂,a-kul-lu-u₂,1
u,u₂,a-lak-šu-u₂,1
u,u₂,a-lik-u₂-ti,1
u,u₂,a-ma-ru-u₂-ni,1
u,u₂,a-mur-u₂-ni,1
u,u₂,a-qa-bu-u₂-ni,1
u,u₂,a-šur-u₂-ša₂-nu-ni,1
u,u₂,ad-da-bu-ub-u₂-ni,1
u,u₂,am-mi₃-u₂,1
u,u₂,du-u₂-lu,1
u,u₂,e-lu-u₂-ni,1
u,u₂,e-ru-bu-u₂-ni,1
u,u₂,er-bi-u₂,1
u,u₂,gab-ru-u₂,1
u,u₂,har-du-u₂-te,1
u,u₂,i-da-nu-ni-ša₂-nu-u₂,1
u,u₂,i-hu-ur-u₂-ni,1
u,u₂,i-la-ʾu-u₂-ni,1
u,u₂,i-li-ku-u₂-ni,1
u,u₂,i-ma-qa-tu-u₂-ni,1
u,u₂,i-mut-tu-u₂,1
u,u₂,i-ru-u₂-bu,1
u,u₂,i-tu₂-ṣi-u₂,1
u,u₂,i-ša₂-mi-u₂,1
u,u₂,id-du-u₂-a,1
u,u₂,ih-ha-ru-u₂-ni,1
u,u₂,in-ṭi₂-u₂,1
u,u₂,ip-ti-u₂-ni,1
u,u₂,iq-ṭi-bi-u₂,1
u,u₂,iq-ṭi₂-bi-u₂,1
u,u₂,it-bi-u₂,1
u,u₂,it-taq-qa-nu-u₂,1
u,u₂,iš-al-u₂-ni,1
u,u₂,iš-me-u₂,1
u,u₂,iš-mu-u₂-ni,1
u,u₂,ka-ri-in-tu-u₂,1
u,u₂,ku-ri-u₂,1
u,u₂,ku-u₂-nu,1
u,u₂,li-id-di-nu-u₂-ni,1
u,u₂,li-ir-u₂-ba-šu-nu,1
u,u₂,liq-bi-u₂,1
u,u₂,liš-ši-u₂,1
u,u₂,lu-bi-lu-u₂-ni-šu-nu,1
u,u₂,lu-pa-ti-u₂,1
u,u₂,lu-ra-me-u₂,1
u,u₂,lu-u₂-še-še-ru-ni,1
u,u₂,lu-še-bi-la-aš₂-šu₂-u₂,1
u,u₂,lu-še-bil-u₂-ni,1
u,u₂,mu-bu-u₂,1
u,u₂,na-šu-u₂,1
u,u₂,na-ṣu-u₂-ni,1
u,u₂,nu-u₂-na-aš₂-šiq,1
u,u₂,ra-qu-u₂-ni,1
u,u₂,ta-ad-bu-ka-šu-nu-u₂,1
u,u₂,ta-ad-bu-u₂-bu,1
u,u₂,ta-bi-u₂,1
u,u₂,ta-hu-u₂-me,1
u,u₂,ta-ʾu-u₂-ma-a-te,1
u,u₂,taš-pur-u₂-ni,1
u,u₂,tu-u₂-da,1
u,u₂,tu-u₂-ra,1
u,u₂,tu₂-u₂-ki-iš,1
u,u₂,uk-ta-šid-du-u₂-šu₂,1
u,u₂,ur-tam-me-u₂,1
u,u₂,uṣ-ṣab-bit-u₂-ni,1
u,u₂,u₂-ba-a-li,1
u,u₂,u₂-ba-ia,1
u,u₂,u₂-ba-la-ka,1
u,u₂,u₂-ba-lu-ni,1
u,u₂,u₂-ba-qi-du-ni,1
u,u₂,u₂-ba-u-ni,1
u,u₂,u₂-ba-x,1
u,u₂,u₂-bal,1
u,u₂,u₂-bal-la-ṭa-an-ni,1
u,u₂,u₂-bal-u-ni,1
u,u₂,u₂-bi-lu-ni,1
u,u₂,u₂-bi-lu-šu₂-u-ni,1
u,u₂,u₂-da-ia,1
u,u₂,u₂-da-mu-qu,1
u,u₂,u₂-de-e,1
u,u₂,u₂-de-e-ša₂,1
u,u₂,u₂-de-e-šu,1
u,u₂,u₂-de-e-šu₂,1
u,u₂,u₂-di,1
u,u₂,u₂-di-na,1
u,u₂,u₂-di-šu₂,1
u,u₂,u₂-di-šu₂-nu,1
u,u₂,u₂-du,1
u,u₂,u₂-du-ni,1
u,u₂,u₂-ga-am-mar,1
u,u₂,u₂-gam-ma-ru-u-ni,1
u,u₂,u₂-gam-me-ru,1
u,u₂,u₂-ka-la-ma,1
u,u₂,u₂-ka-la-mu-ša₂-nu-ni,1
u,u₂,u₂-ka-na,1
u,u₂,u₂-ka-x,1
u,u₂,u₂-kab-bu-su,1
u,u₂,u₂-kal,1
u,u₂,u₂-kal-lim-na-ši,1
u,u₂,u₂-kaš-ša₂-du-na-ši,1
u,u₂,u₂-ma,1
u,u₂,u₂-ma-ma-ni,1
u,u₂,u₂-na-ad,1
u,u₂,u₂-na-ka-ar₂-u-ni,1
u,u₂,u₂-nam-maš-u-ni,1
u,u₂,u₂-pa-hi-ir-u-ni,1
u,u₂,u₂-pa-hu,1
u,u₂,u₂-pa-hu-šu₂-nu,1
u,u₂,u₂-pat-ti-šu,1
u,u₂,u₂-pat-x+x,1
u,u₂,u₂-pu-šu,1
u,u₂,u₂-qar-ra-ba,1
u,u₂,u₂-qar-rab,1
u,u₂,u₂-qar-x,1
u,u₂,u₂-ra-a-mu-an-ni-i,1
u,u₂,u₂-ra-am-me,1
u,u₂,u₂-ra-am-me-u₂,1
u,u₂,u₂-ra-mu-na-ši,1
u,u₂,u₂-ra-mu-u,1
u,u₂,u₂-ra-mu-u-x,1
u,u₂,u₂-ra-si,1
u,u₂,u₂-ra-te,1
u,u₂,u₂-ri,1
u,u₂,u₂-sa-ah-li-qu,1
u,u₂,u₂-sa-ap-ti-u-ni,1
u,u₂,u₂-sa-ar-ki-pi,1
u,u₂,u₂-sa-aṣ-bit,1
u,u₂,u₂-sa-bi-is-su,1
u,u₂,u₂-sa-di-ru,1
u,u₂,u₂-sa-ga-li-ia,1
u,u₂,u₂-sa-ga-li-uš,1
u,u₂,u₂-sa-hi-ru,1
u,u₂,u₂-sa-lim-me,1
u,u₂,u₂-sa-ne₂-taq-a-ni,1
u,u₂,u₂-sa-ta-pu-lu,1
u,u₂,u₂-sa-ṣa-bit,1
u,u₂,u₂-sa-ṣa-bit-ma,1
u,u₂,u₂-se-bi-la-šu₂,1
u,u₂,u₂-se-bi-lak-ka,1
u,u₂,u₂-se-bi-li,1
u,u₂,u₂-se-bir,1
u,u₂,u₂-se-li-a,1
u,u₂,u₂-se-li-šu₂-nu,1
u,u₂,u₂-se-ri-bu,1
u,u₂,u₂-se-ri-da,1
u,u₂,u₂-se-ši-bi,1
u,u₂,u₂-se-šib-šu₂,1
u,u₂,u₂-suh,1
u,u₂,u₂-ta-am-me-ka,1
u,u₂,u₂-ta-me-di,1
u,u₂,u₂-ta-ni-šu₂-u-ni,1
u,u₂,u₂-ta-ra,1
u,u₂,u₂-ta-ru,1
u,u₂,u₂-ta-ru-šu₂-nu,1
u,u₂,u₂-ta-x,1
u,u₂,u₂-tar,1
u,u₂,u₂-te-re,1
u,u₂,u₂-tur-a,1
u,u₂,u₂-x-ki,1
u,u₂,u₂-za-ku-ni,1
u,u₂,u₂-za-ta-ki,1
u,u₂,u₂-ša-ad-bi-bu-šu₂,1
u,u₂,u₂-ša-aš₂-mu-u,1
u,u₂,u₂-šak-ša₂-du-ni,1
u,u₂,u₂-šal-lu-mu,1
u,u₂,u₂-šam-ṣa,1
u,u₂,u₂-šat-pi-u₂,1
u,u₂,u₂-ša₂-ad,1
u,u₂,u₂-ša₂-am-ṣi,1
u,u₂,u₂-ša₂-an-x,1
u,u₂,u₂-ša₂-aš₂-kan-šu₂-nu,1
u,u₂,u₂-ša₂-gal-na-ši-ni,1
u,u₂,u₂-ša₂-ra-qu,1
u,u₂,u₂-ša₂-ra-qu-ma,1
u,u₂,u₂-še-bal,1
u,u₂,u₂-še-bi-il-an-ni,1
u,u₂,u₂-še-bi-lu-u-ni,1
u,u₂,u₂-še-ra-ba,1
u,u₂,u₂-še-ri-ib-šu₂-nu,1
u,u₂,u₂-še-rib-u-ni,1
u,u₂,u₂-še-ru-bu,1
u,u₂,u₂-še-ta-qu-u₂-ni,1
u,u₂,u₂-še-x,1
u,u₂,u₂-še-šab-šu₂,1
u,u₂,u₂-še-ṣa-an-ni,1
u,u₂,u₂-še-ṣa-an-ni-ni,1
u,u₂,u₂-še-ṣu-ni,1
u,u₂,u₂-šib-u-ni,1
u,u₂,u₂-šu-bu,1
u,u₂,u₂-ṣa-a,1
u,u₂,u₂-ṣa-a-šu₂,1
u,u₂,u₂-ṣa-bat,1
u,u₂,u₂-ṣa-bi-it,1
u,u₂,u₂-ṣa-x,1
u,u₂,u₂-ṣi-a,1
u,u₂,u₂-ṣu,1
u,u₂,u₂-ṭa-a-bu,1
u,u₂,u₂-ṭa-bu-hu,1
u,u₂,x+x-u₂-ni,1
u,u₂,x-lu-u₂,1
u,u₂,x-u₂,1
u,u₂,x-u₂-la,1
u,u₂,x-u₂-te,1
u,u₂,{1}u₂-ri-ik,1
u,u₂,{1}x+x-u₂-ri,1
u,u₂,{1}{d}PA-u₂-ṣal-la,1
u,u₂,{1}{d}UTU-u₂-pa-hir₂,1
u,u₂,{ANŠE}u₂-rat,1
u,u₂,{ANŠE}u₂-rat-MEŠ,1
u,u₂,{ANŠE}u₂-re-e,1
u,u₂,{ID₂}ma-li-a-su-u₂,1
u,u₂,{KUR}ia-u₂-da-a.a,1
u,u₂,{KUR}ia-u₂-du-a.a,1
u,u₂,{KUR}u₂-a-za-un,1
u,u₂,{KUR}u₂-du-mu-a.a,1
u,u₂,{LU₂}02-u₂-te,1
u,u₂,{LU₂}NAM-u₂-te,1
u,u₂,{LU₂}NAM-u₂-tu,1
u,u₂,{LU₂}pa-ha-tu-u₂-tu₂,1
u,u₂,{LU₂}ur-du-u₂,1
u,u₂,{UDU}da-ri-u₂,1
u,u₂,{URU}DU₆-tu-u₂-ri,1
u,u₂,{URU}E₂-{1}u₂-ka-a-ni,1
u,u₂,{URU}mar-u₂-bi-si,1
u,u₂,{URU}u₂-a-si,1
u,u₂,{URU}u₂-e-si,1
u,u₂,{URU}u₂-ra-mu,1
u,u₂,{URU}x+x-ri-u₂-ni,1
u,u₂,šu₂-nu-u₂-ma,1
u,u₂,ṣab-bu-ta-tu-u₂-ni,1
u,u₃,u₃,74
ša,ša,ša,784
ša,ša,ra-ma-ki-ša-KA,3
ša,ša,ep-ša,2
ša,ša,ša-ni-u₂,2
ša,ša,ep-ša-at,1
ša,ša,i-ša-ak-ka-an,1
ša,ša,i-ša-ṭu-ru,1
ša,ša,nu-ša-ra-qa,1
ša,ša,ta-ša-kan-an-ni,1
ša,ša,u₂-ša-ad-bi-bu-šu₂,1
ša,ša,u₂-ša-aš₂-mu-u,1
ša,ša,{1}ša-uš-ka-x,1
ša,ša,{ANŠE}ša-BAD-HAL-la-ti,1
ša,ša,{LU₂}ša-BAD-HAL-MEŠ,1
ša,ša,{LU₂}ša-EN.NUN,1
ša,ša,{LU₂}ša-UGU-URU,1
ša,ša,{LU₂}ša-pa-an-E₂.GAL,1
ša,ša,{URU}ša-bi-ri-šu₂,1
ša,ša,ša-al,1
ša,ša,ša-al-mu,1
ša,ša,ša-al-ši-UD-me,1
ša,ša,ša-am-ri-su,1
ša,ša,ša-am-ru-uṣ,1
ša,ša,ša-ka-ni,1
ša,ša,ša-li-in-te,1
ša,ša,ša-lim-ti,1
ša,ša,ša-lim-tu,1
ša,ša,ša-lu-še-ni,1
ša,ša,ša-ra-ni,1
ša,ša,ša-za-bu-sa-te,1
ša,ša,ša-za-bu-su,1
ša,ša,ša-ʾa-al,1
ša,ša,ša-ṭi-ru-ni,1
ša,ša₂,ša₂,22
ša,ša₂,{LU₂}ša₂-IGI-E₂.GAL,6
ša,ša₂,E₂-{d}IM-ša₂-zu-un-ni,4
ša,ša₂,a-ša₂-pa-ra,3
ša,ša₂,{LU₂}ša₂-UGU-URU,3
ša,ša₂,{d}ša₂-maš,3
ša,ša₂,ep-ša₂,2
ša,ša₂,ha-an-ni-ša₂,2
ša,ša₂,i-ša₂-šu-me,2
ša,ša₂,lu-ša₂-bi-ša₂,2
ša,ša₂,tu-nam-ma-ša₂,2
ša,ša₂,{GIŠ}ši-ib-ša₂-te,2
ša,ša₂,{LU₂}ša₂-IGI-KUR,2
