dossier_nocertain,BA:..,BA:.t.,BU:..,BU:.p.,DA:..,DA:.d.,DI:..,DI:.d.,LI:..,LI:.d.,LU₂:v..,LU₂:v.y.,NA:..,NA:.t.,NI:..,NI:.d.,SU:..,SU:.t.,TI:..,TI:.t.,U₂:..,U₂:.m.,|ME.U.U.U|:..,|ME.U.U.U|:.m.,ŠA:..,ŠA:.dm.,ia,ia₂,li,li₂,ša,ša₂,šu,šu₂,tu,tu₂,u,u₂,bēlu[lord]N:bēlī:be-li₂,bēlu[lord]N:bēlī:EN,bēlu[lord]N:bēlīya:EN-ia,bēlu[lord]N:bēlīya:be-li₂-ia,libbu[interior]N:libbi:ŠA₃,libbu[interior]N:libbi:ŠA₃-bi,lā[not]MOD:lā:la,lā[not]MOD:lā:la-a,lū[may]MOD:lū:lu,lū[may]MOD:lū:lu-u,mā[saying]PRP:mā:ma,mā[saying]PRP:mā:ma-a,muhhu[skull]N:muhhi:UGU,muhhu[skull]N:muhhi:UGU-hi,pānu[front]N:pān:IGI,pānu[front]N:pān:pa-an,šulmu[completeness]N:šulmu:DI-mu,šulmu[completeness]N:šulmu:šul-mu
SAA01.01.01,31.0,2.0,54.0,0.0,24.0,2.0,20.0,3.0,24.0,4.0,60.0,6.0,91.0,16.0,186.0,14.0,17.0,4.0,28.0,30.0,66.0,13.0,51.0,23.0,47.0,9.0,33.0,0.0,34.0,8.0,125.0,22.0,39.0,96.0,45.0,34.0,48.0,90.0,2.0,0.0,0.0,6.0,12.0,7.0,42.0,1.0,31.0,3.0,4.0,62.0,27.0,1.0,3.0,5.0,1.0,2.0
SAA01.02.01,7.0,5.0,30.0,0.0,20.0,2.0,31.0,5.0,3.0,1.0,55.0,0.0,84.0,19.0,98.0,3.0,12.0,5.0,3.0,9.0,41.0,15.0,56.0,6.0,64.0,4.0,54.0,1.0,6.0,11.0,89.0,10.0,26.0,48.0,6.0,43.0,36.0,64.0,3.0,4.0,24.0,8.0,6.0,8.0,13.0,4.0,18.0,2.0,2.0,76.0,16.0,0.0,1.0,2.0,17.0,21.0
SAA01.03.01,11.0,11.0,14.0,8.0,17.0,11.0,36.0,18.0,15.0,10.0,68.0,0.0,118.0,4.0,214.0,19.0,8.0,7.0,15.0,14.0,40.0,4.0,71.0,20.0,49.0,5.0,86.0,0.0,21.0,54.0,160.0,11.0,6.0,53.0,22.0,19.0,41.0,51.0,36.0,1.0,45.0,18.0,19.0,9.0,21.0,1.0,29.0,1.0,1.0,63.0,36.0,6.0,6.0,2.0,28.0,0.0
SAA01.04.01,18.0,0.0,60.0,0.0,8.0,7.0,52.0,1.0,26.0,5.0,65.0,0.0,80.0,84.0,125.0,1.0,12.0,1.0,5.0,18.0,44.0,7.0,71.0,12.0,93.0,0.0,83.0,33.0,38.0,9.0,108.0,22.0,20.0,62.0,7.0,37.0,51.0,53.0,8.0,21.0,68.0,1.0,3.0,11.0,11.0,16.0,31.0,5.0,0.0,55.0,27.0,0.0,1.0,9.0,40.0,0.0
SAA01.04.02,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,5.0,9.0,12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0
SAA01.05.01,3.0,0.0,5.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,8.0,0.0,13.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0,7.0,0.0,6.0,0.0,5.0,0.0,1.0,2.0,8.0,0.0,0.0,6.0,4.0,0.0,4.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0
SAA01.05.02,13.0,0.0,10.0,2.0,1.0,1.0,20.0,4.0,3.0,2.0,7.0,0.0,42.0,0.0,49.0,1.0,1.0,0.0,1.0,5.0,8.0,0.0,11.0,0.0,8.0,0.0,26.0,0.0,6.0,9.0,10.0,7.0,4.0,3.0,8.0,3.0,7.0,10.0,5.0,0.0,22.0,2.0,1.0,2.0,3.0,0.0,11.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,23.0,0.0
SAA01.06.01,2.0,1.0,4.0,0.0,4.0,2.0,2.0,7.0,5.0,2.0,20.0,0.0,13.0,18.0,24.0,1.0,0.0,1.0,0.0,4.0,5.0,4.0,20.0,1.0,4.0,3.0,7.0,10.0,6.0,10.0,20.0,0.0,2.0,17.0,5.0,3.0,8.0,8.0,6.0,0.0,4.0,1.0,1.0,0.0,5.0,1.0,4.0,1.0,0.0,9.0,3.0,0.0,2.0,1.0,3.0,1.0
SAA01.06.02,0.0,0.0,3.0,0.0,6.0,0.0,3.0,0.0,2.0,0.0,7.0,0.0,23.0,0.0,12.0,0.0,2.0,0.0,2.0,0.0,11.0,0.0,13.0,5.0,2.0,6.0,7.0,10.0,3.0,2.0,11.0,5.0,1.0,6.0,0.0,2.0,5.0,11.0,2.0,3.0,5.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0
SAA01.06.03,2.0,0.0,6.0,0.0,1.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,23.0,0.0,43.0,2.0,2.0,0.0,7.0,1.0,4.0,4.0,7.0,1.0,14.0,0.0,17.0,1.0,1.0,14.0,18.0,4.0,1.0,4.0,3.0,0.0,15.0,8.0,7.0,0.0,8.0,7.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0
SAA01.07.01,2.0,0.0,10.0,0.0,2.0,0.0,5.0,0.0,3.0,0.0,0.0,1.0,21.0,0.0,27.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,18.0,1.0,8.0,0.0,1.0,8.0,2.0,10.0,12.0,7.0,2.0,8.0,3.0,4.0,14.0,6.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0
SAA01.07.02,0.0,1.0,7.0,0.0,2.0,0.0,2.0,2.0,5.0,0.0,1.0,3.0,8.0,0.0,20.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,5.0,1.0,8.0,2.0,8.0,0.0,6.0,2.0,17.0,1.0,2.0,3.0,1.0,1.0,6.0,10.0,0.0,4.0,6.0,2.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,7.0,5.0,0.0,0.0,1.0,2.0,0.0
SAA01.07.03,3.0,0.0,6.0,0.0,1.0,0.0,4.0,6.0,4.0,0.0,5.0,2.0,21.0,0.0,29.0,0.0,0.0,1.0,0.0,3.0,6.0,1.0,4.0,6.0,3.0,2.0,7.0,2.0,4.0,6.0,23.0,2.0,2.0,6.0,0.0,0.0,8.0,7.0,1.0,0.0,2.0,3.0,1.0,1.0,9.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0
SAA01.07.04,0.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,6.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,3.0,2.0,4.0,2.0,8.0,0.0,0.0,3.0,8.0,0.0,1.0,3.0,0.0,1.0,6.0,4.0,3.0,0.0,6.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0
SAA01.07.05,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,5.0,0.0,0.0,4.0,8.0,0.0,19.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
SAA01.07.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
SAA01.07.07,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
SAA01.07.08,0.0,0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,1.0,0.0,2.0,1.0,4.0,1.0,3.0,4.0,0.0,3.0,0.0,2.0,0.0,12.0,0.0,1.0,3.0,0.0,0.0,4.0,2.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,0.0,1.0,0.0
SAA01.07.09,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
SAA01.07.10,0.0,0.0,5.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,3.0,2.0,1.0,5.0,0.0,9.0,10.0,1.0,0.0,7.0,1.0,0.0,5.0,6.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0
SAA01.07.11,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SAA01.07.12,2.0,1.0,9.0,0.0,2.0,1.0,4.0,1.0,3.0,0.0,7.0,3.0,13.0,0.0,25.0,4.0,3.0,3.0,2.0,6.0,4.0,1.0,11.0,2.0,8.0,3.0,9.0,0.0,2.0,5.0,23.0,2.0,4.0,4.0,6.0,2.0,9.0,7.0,5.0,1.0,8.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,2.0,0.0
SAA01.07.13,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SAA01.07.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
SAA01.07.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
SAA01.07.16,0.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,2.0,5.0,0.0,1.0,11.0,0.0,10.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,7.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,4.0,9.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
SAA01.07.17,1.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,4.0,0.0,2.0,1.0,2.0,0.0,3.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0
SAA01.07.18,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
SAA01.08.01,0.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,2.0,1.0,1.0,5.0,5.0,3.0,18.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,5.0,1.0,1.0,11.0,3.0,2.0,3.0,8.0,12.0,2.0,4.0,14.0,2.0,9.0,2.0,14.0,8.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
SAA01.08.02,2.0,1.0,7.0,0.0,1.0,0.0,14.0,1.0,2.0,0.0,2.0,5.0,8.0,11.0,23.0,0.0,0.0,1.0,2.0,5.0,9.0,0.0,3.0,7.0,1.0,7.0,15.0,0.0,4.0,4.0,16.0,3.0,2.0,4.0,3.0,4.0,7.0,10.0,4.0,0.0,11.0,0.0,0.0,1.0,3.0,5.0,5.0,1.0,0.0,3.0,6.0,1.0,0.0,0.0,10.0,0.0
SAA01.08.03,15.0,0.0,11.0,0.0,2.0,7.0,10.0,10.0,5.0,5.0,1.0,38.0,18.0,20.0,45.0,0.0,6.0,0.0,6.0,7.0,21.0,5.0,12.0,20.0,7.0,17.0,29.0,0.0,13.0,8.0,41.0,12.0,7.0,18.0,1.0,12.0,15.0,27.0,8.0,1.0,12.0,0.0,3.0,13.0,11.0,8.0,7.0,0.0,1.0,13.0,3.0,0.0,0.0,1.0,9.0,0.0
SAA01.09.01,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,3.0,12.0,0.0,19.0,0.0,1.0,0.0,1.0,6.0,6.0,0.0,11.0,0.0,2.0,3.0,5.0,0.0,4.0,7.0,16.0,2.0,5.0,10.0,0.0,4.0,5.0,8.0,6.0,0.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0
SAA01.09.02,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,9.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,4.0,0.0,4.0,0.0,0.0,3.0,6.0,0.0,3.0,2.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0
SAA01.09.03,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
SAA01.09.04,7.0,1.0,33.0,1.0,9.0,1.0,14.0,13.0,10.0,1.0,1.0,9.0,67.0,1.0,55.0,3.0,5.0,0.0,5.0,4.0,47.0,3.0,26.0,0.0,27.0,1.0,39.0,5.0,11.0,7.0,45.0,8.0,5.0,35.0,8.0,5.0,27.0,26.0,4.0,12.0,35.0,0.0,5.0,4.0,10.0,1.0,11.0,3.0,0.0,15.0,10.0,3.0,2.0,1.0,14.0,0.0
SAA01.10.01,2.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,13.0,0.0,14.0,0.0,42.0,0.0,0.0,14.0,1.0,5.0,10.0,0.0,4.0,1.0,2.0,2.0,1.0,16.0,3.0,22.0,14.0,0.0,7.0,14.0,0.0,4.0,8.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,2.0,1.0,1.0,2.0,4.0,0.0
SAA01.10.02,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,12.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,9.0,3.0,0.0,11.0,7.0,0.0,0.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,4.0
SAA01.10.03,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,21.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,0.0,6.0,2.0,1.0,0.0,2.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0
SAA01.10.04,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
SAA01.10.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0
SAA01.10.06,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,8.0,1.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,6.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0
SAA01.10.07,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
SAA01.11.01,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
SAA01.11.02,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
SAA01.11.03,0.0,0.0,6.0,0.0,0.0,1.0,4.0,3.0,2.0,1.0,0.0,4.0,9.0,1.0,8.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,4.0,7.0,0.0,2.0,4.0,0.0,1.0,4.0,6.0,3.0,2.0,0.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0
SAA01.12.01,8.0,0.0,4.0,0.0,1.0,6.0,7.0,2.0,0.0,2.0,2.0,0.0,4.0,0.0,24.0,3.0,9.0,0.0,1.0,2.0,11.0,1.0,3.0,4.0,1.0,0.0,3.0,0.0,6.0,3.0,16.0,5.0,3.0,7.0,5.0,2.0,5.0,13.0,1.0,4.0,0.0,2.0,0.0,1.0,4.0,0.0,6.0,0.0,0.0,6.0,4.0,0.0,2.0,0.0,6.0,0.0
SAA01.13.01,0.0,3.0,0.0,0.0,3.0,0.0,5.0,1.0,2.0,0.0,2.0,0.0,5.0,10.0,19.0,0.0,0.0,2.0,0.0,2.0,15.0,0.0,5.0,0.0,7.0,0.0,8.0,0.0,2.0,0.0,21.0,0.0,9.0,0.0,0.0,2.0,0.0,17.0,0.0,8.0,5.0,0.0,4.0,2.0,0.0,2.0,2.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,1.0,0.0
SAA01.13.02,11.0,3.0,28.0,0.0,11.0,5.0,18.0,2.0,19.0,1.0,28.0,4.0,54.0,3.0,88.0,4.0,9.0,1.0,13.0,7.0,36.0,2.0,42.0,6.0,11.0,5.0,31.0,5.0,21.0,26.0,33.0,8.0,51.0,49.0,9.0,10.0,19.0,44.0,25.0,0.0,22.0,1.0,4.0,6.0,21.0,4.0,10.0,1.0,1.0,36.0,17.0,1.0,9.0,0.0,4.0,2.0
SAA01.14.01,3.0,1.0,2.0,0.0,6.0,0.0,9.0,2.0,2.0,2.0,11.0,3.0,17.0,2.0,43.0,6.0,0.0,0.0,0.0,3.0,23.0,6.0,11.0,6.0,6.0,3.0,10.0,3.0,3.0,8.0,19.0,11.0,8.0,13.0,4.0,7.0,16.0,35.0,8.0,1.0,6.0,0.0,2.0,3.0,3.0,3.0,3.0,1.0,0.0,10.0,8.0,0.0,4.0,1.0,3.0,0.0
SAA01.14.02,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,2.0,1.0,0.0,2.0,0.0,2.0,4.0,7.0,4.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
SAA01.14.03,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
